timestamp,PSX,MPC
1339646400,21.016090393066406,13.255874633789062
1339732800,21.87479019165039,13.508207321166992
1339992000,21.222932815551758,13.403913497924805
1340078400,21.222932815551758,13.750448226928711
1340164800,21.724361419677734,14.399785041809082
1340251200,20.984758377075195,13.90521240234375
1340337600,21.41097068786621,14.059976577758789
1340596800,20.602420806884766,13.908574104309082
1340683200,20.420654296875,14.31567096710205
1340769600,19.9881649017334,14.305574417114258
1340856000,20.251420974731445,14.867437362670898
1340942400,20.834331512451172,15.113037109375
1341201600,21.310680389404297,15.49995231628418
1341288000,21.46111297607422,15.261077880859375
1341460800,21.18532943725586,14.870802879333496
1341547200,20.91580581665039,14.975098609924316
1341806400,20.840593338012695,14.934727668762207
1341892800,20.48332977294922,14.800151824951172
1341979200,20.984758377075195,14.931365013122559
1342065600,20.690166473388672,14.611741065979004
1342152000,21.89986228942871,15.123137474060059
1342411200,22.626928329467773,15.089495658874512
1342497600,22.996740341186523,15.291359901428223
1342584000,23.253711700439453,15.755648612976074
1342670400,22.434484481811523,15.311546325683594
1342756800,22.258028030395508,15.328365325927734
1343016000,22.068973541259766,15.429300308227539
1343102400,22.201313018798828,14.951546669006348
1343188800,22.308439254760742,14.975098609924316
1343275200,22.66134262084961,15.415843963623047
1343361600,23.01424789428711,15.826298713684082
1343620800,23.726348876953125,15.970976829528809
1343707200,23.69484519958496,15.913777351379395
1343793600,24.117063522338867,15.745555877685547
1343880000,24.135969161987305,16.14928436279297
1343966400,24.99932098388672,16.616943359375
1344225600,25.251394271850586,16.60348892211914
1344312000,25.062341690063477,16.97021484375
1344398400,25.30181121826172,16.643863677978516
1344484800,25.408937454223633,16.41507911682129
1344571200,25.20728302001953,16.674137115478516
1344830400,25.30181121826172,16.674137115478516
1344916800,25.163179397583008,16.64703369140625
1345003200,25.434141159057617,16.846946716308594
1345089600,25.950895309448242,16.84355354309082
1345176000,26.952892303466797,16.68769073486328
1345435200,27.141942977905273,16.789348602294922
1345521600,26.18406867980957,16.57588005065918
1345608000,26.139949798583984,16.68769073486328
1345694400,26.045425415039062,16.61654281616211
1345780800,26.064332962036133,16.518274307250977
1346040000,25.88157081604004,16.806293487548828
1346126400,26.442432403564453,16.884218215942383
1346212800,26.455039978027344,16.846946716308594
1346299200,26.77012825012207,17.216278076171875
1346385600,26.467647552490234,17.534788131713867
1346731200,26.72602653503418,17.209501266479492
1346817600,26.30379295349121,17.050249099731445
1346904000,27.362489700317383,17.253551483154297
1346990400,27.891860961914062,17.582223892211914
1347249600,28.06829833984375,17.741474151611328
1347336000,28.72998809814453,18.076923370361328
1347422400,29.16482162475586,18.120973587036133
1347508800,29.391685485839844,18.524181365966797
1347595200,29.448406219482422,18.84269142150879
1347854400,29.07660675048828,18.175180435180664
1347940800,28.68589210510254,17.643211364746094
1348027200,28.717397689819336,18.02948570251465
1348113600,28.84974479675293,18.083698272705078
1348200000,29.505126953125,18.20229148864746
1348459200,29.4547176361084,18.110811233520508
1348545600,28.975767135620117,18.178571701049805
1348632000,28.692182540893555,17.95833396911621
1348718400,29.32236671447754,18.476747512817383
1348804800,29.221540451049805,18.497085571289062
1349064000,29.341276168823242,18.751209259033203
1349150400,29.25304412841797,18.76814842224121
1349236800,28.459014892578125,18.473356246948242
1349323200,28.603960037231445,18.835920333862305
1349409600,29.000978469848633,18.59195327758789
1349668800,28.94426155090332,19.62540054321289
1349755200,29.045074462890625,19.357723236083984
1349841600,28.452720642089844,18.737653732299805
1349928000,28.262619018554688,18.520801544189453
1350014400,27.831703186035156,18.398813247680664
1350273600,28.123207092285156,18.425928115844727
1350360000,29.46027374267578,18.652942657470703
1350446400,29.561674118041992,18.8901309967041
1350532800,28.87095069885254,18.56484603881836
1350619200,28.2879581451416,18.61567497253418
1350878400,28.883634567260742,18.473356246948242
1350964800,28.465389251708984,18.04303741455078
1351051200,28.37667465209961,18.195520401000977
1351137600,28.535085678100586,18.283605575561523
1351224000,30.100303649902344,18.84269142150879
1351656000,29.884859085083008,18.61228370666504
1351742400,30.024259567260742,18.30733299255371
1351828800,29.28285026550293,17.975269317626953
1352091600,30.26508140563965,18.554672241210938
1352178000,31.709884643554688,19.306900024414062
1352264400,31.342348098754883,18.791866302490234
1352350800,31.05084991455078,18.402206420898438
1352437200,30.043292999267578,17.998987197875977
1352696400,30.005264282226562,18.256505966186523
1352782800,29.69474983215332,18.26328468322754
1352869200,28.997705459594727,18.002378463745117
1352955600,28.73154640197754,18.31749725341797
1353042000,29.004026412963867,18.41238021850586
1353301200,30.493196487426758,19.292234420776367
1353387600,31.088876724243164,19.438873291015625
1353474000,31.297996520996094,19.72193717956543
1353646800,31.57046890258789,20.114124298095703
1353906000,31.40571403503418,20.14141082763672
1353992400,31.72256088256836,19.981117248535156
1354078800,32.318233489990234,20.20619773864746
1354165200,32.673095703125,20.2744083404541
1354251600,33.1863899230957,20.305105209350586
1354510800,32.673095703125,20.308515548706055
1354597200,32.673095703125,20.175512313842773
1354683600,32.12178421020508,19.817424774169922
1354770000,32.299217224121094,20.257360458374023
1354856400,33.16737365722656,20.70069694519043
1355115600,33.95317077636719,21.1474552154541
1355202000,33.61097717285156,20.946245193481445
1355288400,33.6172981262207,20.9803466796875
1355374800,33.08499526977539,21.065610885620117
1355461200,33.883445739746094,21.427106857299805
1355720400,33.91513442993164,21.471435546875
1355806800,33.693336486816406,21.485078811645508
1355893200,33.268760681152344,21.21908187866211
1355979600,33.21807098388672,21.23271942138672
1356066000,33.05331039428711,21.191791534423828
1356325200,32.93290328979492,21.270227432250977
1356498000,32.54637145996094,21.028093338012695
1356584400,32.673095703125,21.150861740112305
1356670800,32.04574203491211,20.840524673461914
1356930000,33.648983001708984,21.485078811645508
1357102800,35.01775360107422,21.82952308654785
1357189200,33.70602035522461,21.21908187866211
1357275600,33.67433547973633,21.33161163330078
1357534800,32.54637145996094,20.547239303588867
1357621200,32.692108154296875,20.990581512451172
1357707600,32.521026611328125,21.287281036376953
1357794000,32.64141082763672,21.413461685180664
1357880400,32.05208969116211,21.140634536743164
1358139600,32.54002380371094,21.355485916137695
1358226000,33.1040153503418,21.914779663085938
1358312400,34.54881286621094,22.078474044799805
1358398800,34.94804763793945,22.296735763549805
1358485200,34.89734649658203,22.2353515625
1358830800,34.60584259033203,22.88672637939453
1358917200,35.18251419067383,23.047008514404297
1359003600,35.56272506713867,23.411922454833984
1359090000,35.99997329711914,23.418739318847656
1359349200,36.17741012573242,23.411922454833984
1359435600,37.945411682128906,24.544147491455078
1359522000,38.50304412841797,24.85789680480957
1359608400,38.38264465332031,25.30805778503418
1359694800,39.76408767700195,25.990131378173828
1359954000,38.7945556640625,26.191329956054688
1360040400,38.661468505859375,26.150409698486328
1360126800,39.11140060424805,26.52895164489746
1360213200,40.087284088134766,26.948427200317383
1360299600,40.56888961791992,27.77031898498535
1360558800,40.6702766418457,27.858983993530273
1360645200,40.828697204589844,27.586166381835938
1360731600,40.625911712646484,27.85215950012207
1360818000,41.082176208496094,28.36031723022461
1360904400,40.663944244384766,28.274690628051758
1361250000,41.23896408081055,28.839778900146484
1361336400,39.88895797729492,27.476722717285156
1361422800,39.666072845458984,27.600006103515625
1361509200,40.82504653930664,27.92194175720215
1361768400,39.06112289428711,27.151365280151367
1361854800,38.99106979370117,27.5863094329834
1361941200,40.11183547973633,28.33633041381836
1362027600,40.09273910522461,28.38428497314453
1362114000,40.69132614135742,29.11374282836914
1362373200,41.8248176574707,30.750778198242188
1362459600,41.88214111328125,30.394603729248047
1362546000,42.0604362487793,30.322681427001953
1362632400,41.94580078125,30.233631134033203
1362718800,42.04770278930664,30.487070083618164
1362974400,41.831180572509766,30.100072860717773
1363060800,42.168701171875,30.476795196533203
1363147200,41.10524368286133,29.737060546875
1363233600,41.35995864868164,30.03499412536621
1363320000,40.85051345825195,30.113773345947266
1363579200,41.41090774536133,30.39117431640625
1363665600,41.65287780761719,30.243915557861328
1363752000,43.009254455566406,31.209693908691406
1363838400,42.55076599121094,30.500768661499023
1363924800,43.01564407348633,31.13434600830078
1364184000,42.57624053955078,30.88776969909668
1364270400,42.81821823120117,31.14120101928711
1364356800,43.47411346435547,30.70967674255371
1364443200,44.55667495727539,30.685705184936523
1364788800,44.16822052001953,30.76447868347168
1364875200,42.5634880065918,29.27471351623535
1364961600,39.77433395385742,27.873992919921875
1365048000,39.72975540161133,28.295230865478516
1365134400,39.67881393432617,28.209611892700195
1365393600,40.51301574707031,28.548669815063477
1365480000,41.175296783447266,29.04183006286621
1365566400,40.66585159301758,28.884286880493164
1365652800,39.487762451171875,28.106870651245117
1365739200,38.634456634521484,27.49727439880371
1365998400,36.62855529785156,26.548603057861328
1366084800,37.74932098388672,27.010955810546875
1366171200,36.9278678894043,26.23695182800293
1366257600,36.443885803222656,26.367101669311523
1366344000,36.832340240478516,26.969858169555664
1366603200,37.844852447509766,27.3945255279541
1366689600,38.94013977050781,27.92878532409668
1366776000,39.36678695678711,28.295230865478516
1366862400,39.4177360534668,27.9527530670166
1366948800,39.226688385009766,27.86029624938965
1367208000,39.354042053222656,28.223316192626953
1367294400,38.812774658203125,26.8362979888916
1367380800,37.99767303466797,25.16158676147461
1367467200,38.39884567260742,25.959562301635742
1367553600,39.59603500366211,26.74725914001465
1367812800,40.67222213745117,27.514392852783203
1367899200,41.0606689453125,27.891115188598633
1367985600,40.37929916381836,26.92191505432129
1368072000,39.56418991088867,26.873966217041016
1368158400,39.08659362792969,26.50066566467285
1368417600,39.462303161621094,26.18216323852539
1368504000,40.80594253540039,26.784255981445312
1368590400,41.35995864868164,27.310649871826172
1368676800,40.849979400634766,27.0147762298584
1368763200,41.88658905029297,28.446012496948242
1369022400,42.20651626586914,29.106586456298828
1369108800,41.86098098754883,28.514829635620117
1369195200,41.8417854309082,28.366878509521484
1369281600,41.752201080322266,28.33591079711914
1369368000,41.892982482910156,28.23270606994629
1369713600,42.564842224121094,28.814146041870117
1369800000,42.76960372924805,28.800378799438477
1369886400,42.724822998046875,28.741899490356445
1369972800,42.59685516357422,28.38408660888672
1370232000,42.28330612182617,28.21894073486328
1370318400,41.707420349121094,27.740713119506836
1370404800,40.70280838012695,27.499874114990234
1370491200,41.59224319458008,28.470102310180664
1370577600,42.148921966552734,28.772851943969727
1370836800,41.662620544433594,28.353126525878906
1370923200,40.9267463684082,27.475791931152344
1371009600,40.510833740234375,27.276241302490234
1371096000,41.2786865234375,27.79574966430664
1371182400,40.830780029296875,27.38977813720703
1371441600,41.11872482299805,27.179914474487305
1371528000,41.2019157409668,27.152385711669922
1371614400,40.71560287475586,26.94251823425293
1371700800,38.64237976074219,25.387422561645508
1371787200,37.91292190551758,25.050241470336914
1372046400,36.59477233886719,24.214202880859375
1372132800,38.01530838012695,24.799081802368164
1372219200,38.213680267333984,24.91950035095215
1372305600,37.89373016357422,24.444711685180664
1372392000,37.69536209106445,24.44815444946289
1372651200,37.688961029052734,24.214202880859375
1372737600,36.524383544921875,23.839189529418945
1372824000,36.9083137512207,24.334623336791992
1372996800,36.62676239013672,23.73596954345703
1373256000,37.59299087524414,23.89079475402832
1373342400,37.43941116333008,24.1247501373291
1373428800,35.89091110229492,23.498580932617188
1373515200,36.959495544433594,24.602981567382812
1373601600,37.8105354309082,25.19818687438965
1373860800,37.9001350402832,25.1500186920166
1373947200,36.88270950317383,24.05937957763672
1374033600,37.13865661621094,23.997453689575195
1374120000,36.421993255615234,23.495140075683594
1374206400,36.78672790527344,23.945844650268555
1374465600,37.087467193603516,24.028411865234375
1374552000,38.066497802734375,24.692428588867188
1374638400,37.650569915771484,24.217647552490234
1374724800,38.02170944213867,24.78876495361328
1374811200,37.75295639038086,24.7406005859375
1375070400,37.727352142333984,24.85069465637207
1375156800,37.41381072998047,25.119050979614258
1375243200,39.35265350341797,25.22915267944336
1375329600,38.7255859375,25.834678649902344
1375416000,37.37541961669922,24.747480392456055
1375675200,36.985103607177734,24.664907455444336
1375761600,37.311439514160156,24.468801498413086
1375848000,37.087467193603516,24.67523193359375
1375934400,37.75295639038086,24.940143585205078
1376020800,37.70176696777344,25.19818687438965
1376280000,37.22184371948242,25.132816314697266
1376366400,37.8105354309082,25.783079147338867
1376452800,37.818904876708984,25.35300636291504
1376539200,36.76392364501953,24.31397819519043
1376625600,36.217124938964844,24.083465576171875
1376884800,35.59956359863281,23.900020599365234
1376971200,36.67384338378906,24.571502685546875
1377057600,37.278541564941406,24.869173049926758
1377144000,37.3814697265625,25.91101837158203
1377230400,37.3814697265625,25.980234146118164
1377489600,37.39432907104492,25.89370346069336
1377576000,36.73173904418945,25.301830291748047
1377662400,37.33000183105469,25.6271915435791
1377748800,37.13058853149414,25.485275268554688
1377835200,36.73173904418945,25.097620010375977
1378180800,37.3814697265625,25.41952133178711
1378267200,37.97329330444336,25.495664596557617
1378353600,37.18205642700195,24.95570182800293
1378440000,36.93759536743164,24.523048400878906
1378699200,36.96976852416992,24.09385108947754
1378785600,36.53232955932617,23.571189880371094
1378872000,36.622398376464844,23.436208724975586
1378958400,36.31361389160156,23.166231155395508
1379044800,36.75105285644531,23.49851417541504
1379304000,36.55806350708008,23.173154830932617
1379390400,36.056297302246094,22.917016983032227
1379476800,36.82823944091797,22.93431854248047
1379563200,37.407196044921875,22.640119552612305
1379649600,37.26567077636719,22.32860565185547
1379908800,36.93117141723633,21.8024959564209
1379995200,37.16275405883789,22.259376525878906
1380081600,37.342864990234375,22.31475830078125
1380168000,37.61949157714844,22.200536727905273
1380254400,37.651649475097656,22.47743797302246
1380513600,37.194915771484375,22.262845993041992
1380600000,37.246376037597656,22.252450942993164
1380686400,38.069793701171875,22.615886688232422
1380772800,38.31423568725586,22.57781410217285
1380859200,38.0633544921875,22.57781410217285
1381118400,37.246376037597656,22.124391555786133
1381204800,36.596656799316406,21.632890701293945
1381291200,36.603084564208984,21.49443817138672
1381377600,37.67738723754883,22.60550308227539
1381464000,38.55225372314453,23.27698516845703
1381723200,38.90605926513672,23.256223678588867
1381809600,38.275638580322266,23.688884735107422
1381896000,39.06687927246094,23.865400314331055
1381982400,40.02538299560547,24.2911376953125
1382068800,40.8359260559082,24.48496437072754
1382328000,41.112548828125,24.550735473632812
1382414400,41.73653030395508,25.09415054321289
1382500800,41.59501266479492,24.952247619628906
1382587200,40.675086975097656,23.955400466918945
1382673600,40.784454345703125,24.190767288208008
1382932800,40.7072639465332,24.644184112548828
1383019200,41.26049041748047,24.512657165527344
1383105600,41.9616813659668,25.097620010375977
1383192000,41.44704818725586,24.80340576171875
1383278400,41.25406265258789,24.526506423950195
1383541200,41.453495025634766,24.81378936767578
1383627600,41.34412384033203,24.478052139282227
1383714000,41.40202331542969,24.367294311523438
1383800400,41.0675163269043,24.37767219543457
1383886800,42.04530715942383,24.799949645996094
1384146000,42.1289176940918,24.99030876159668
1384232400,42.32954025268555,25.616809844970703
1384318800,42.74372482299805,25.99407196044922
1384405200,43.720909118652344,27.295516967773438
1384491600,43.42321014404297,27.28860092163086
1384750800,43.49441146850586,26.9440860748291
