timestamp,AAPL,MSFT
1147752000,1.9452030658721924,16.124814987182617
1147838400,1.953586459159851,15.928593635559082
1147924800,1.8913207054138184,15.998674392700195
1148011200,1.9311343431472778,15.809454917907715
1148270400,1.8973071575164795,16.033708572387695
1148356800,1.8904224634170532,15.9706392288208
1148443200,1.8961092233657837,16.46818733215332
1148529600,1.9257458448410034,16.636367797851562
1148616000,1.9023962020874023,16.622360229492188
1148961600,1.8326472043991089,16.22291374206543
1149048000,1.7892405986785889,15.872528076171875
1149134400,1.861085295677185,15.991660118103027
1149220800,1.8458184003829956,15.949615478515625
1149480000,1.7961252927780151,15.767412185668945
1149566400,1.7877435684204102,15.508122444152832
1149652800,1.7530187368392944,15.445056915283203
1149739200,1.8188763856887817,15.49411392211914
1149825600,1.7733746767044067,15.360963821411133
1150084800,1.7063190937042236,15.21380615234375
1150171200,1.7461330890655518,15.073651313781738
1150257600,1.724579930305481,15.33293628692627
1150344000,1.7775654792785645,15.466082572937012
1150430400,1.723083257675171,15.487105369567871
1150689600,1.7123061418533325,15.802457809448242
1150776000,1.7203891277313232,15.809454917907715
1150862400,1.732063889503479,16.173856735229492
1150948800,1.7835524082183838,16.033708572387695
1151035200,1.7611010074615479,15.767412185668945
1151294400,1.7658909559249878,15.991660118103027
1151380800,1.7191908359527588,16.01969337463379
1151467200,1.6769821643829346,16.229923248291016
1151553600,1.7652919292449951,16.447158813476562
1151640000,1.714402198791504,16.32802963256836
1151899200,1.7347581386566162,16.60834503173828
1152072000,1.7063190937042236,16.363067626953125
1152158400,1.6694990396499634,16.45416831970215
1152244800,1.6584224700927734,16.32802963256836
1152504000,1.6464484930038452,16.46818733215332
1152590400,1.6659064292907715,16.187875747680664
1152676800,1.5853800773620605,15.865523338317871
1152763200,1.5641260147094727,15.599221229553223
1152849600,1.516827940940857,15.620250701904297
1153108800,1.5677183866500854,15.753396034240723
1153195200,1.5835845470428467,15.935596466064453
1153281600,1.6195067167282104,16.39810562133789
1153368000,1.8110934495925903,16.012685775756836
1153454400,1.8176792860031128,16.727474212646484
1153713600,1.838633418083191,16.81856918334961
1153800000,1.853902816772461,16.972740173339844
1153886400,1.9119749069213867,17.07785987854004
1153972800,1.897905945777893,16.727474212646484
1154059200,1.9634649753570557,16.993778228759766
1154318400,2.034411668777466,16.86061668395996
1154404800,2.011061429977417,16.811567306518555
1154491200,2.0403997898101807,17.028799057006836
1154577600,2.0832061767578125,16.965740203857422
1154664000,2.0445899963378906,17.021799087524414
1154923200,2.01196026802063,16.972740173339844
1155009600,1.9392173290252686,17.056835174560547
1155096000,1.9035933017730713,17.126911163330078
1155182400,1.9179625511169434,17.14093589782715
1155268800,1.9053903818130493,17.119903564453125
1155528000,1.9140714406967163,17.189983367919922
1155614400,1.9892088174819946,17.31658172607422
1155700800,2.03501033782959,17.37285614013672
1155787200,2.0233349800109863,17.37285614013672
1155873600,2.03291392326355,18.139509201049805
1156132800,1.9925020933151245,18.37161636352539
1156219200,2.024232864379883,18.019943237304688
1156305600,2.0149543285369873,18.055105209350586
1156392000,2.029921054840088,18.104345321655273
1156478400,2.05806040763855,18.181718826293945
1156737600,2.0050745010375977,18.25204086303711
1156824000,1.9901082515716553,18.174673080444336
1156910400,2.004476308822632,18.14655113220215
1156996800,2.0311176776885986,18.076202392578125
1157083200,2.046984910964966,18.174673080444336
1157428800,2.1397838592529297,18.012910842895508
1157515200,2.09637713432312,18.012910842895508
1157601600,2.1792984008789062,17.88629913330078
1157688000,2.170916795730591,18.00588035583496
1157947200,2.170318841934204,18.22391128540039
1158033600,2.1742095947265625,18.23798942565918
1158120000,2.2212085723876953,18.273149490356445
1158206400,2.2203104496002197,18.519319534301758
1158292800,2.2182154655456543,18.88506507873535
1158552000,2.2119290828704834,18.842866897583008
1158638400,2.208336353302002,18.89210319519043
1158724800,2.252939462661743,19.11717987060547
1158811200,2.234678268432617,18.92023277282715
1158897600,2.1852853298187256,18.75143051147461
1159156800,2.267609119415283,18.955406188964844
1159243200,2.3232882022857666,19.131237030029297
1159329600,2.2873659133911133,19.300046920776367
1159416000,2.3053267002105713,19.271913528442383
1159502400,2.304429054260254,19.23674774169922
1159761600,2.2409653663635254,19.2437801361084
1159848000,2.217615842819214,19.250818252563477
1159934400,2.2565317153930664,19.651721954345703
1160020800,2.240067481994629,19.63765525817871
1160107200,2.221806287765503,19.602489471435547
1160366400,2.2340803146362305,19.49698829650879
1160452800,2.2095329761505127,19.47588539123535
1160539200,2.1921699047088623,19.37038230895996
1160625600,2.252939462661743,19.848665237426758
1160712000,2.2457563877105713,19.95417594909668
1160971200,2.2571308612823486,20.010435104370117
1161057600,2.2239017486572266,20.003406524658203
1161144000,2.2310872077941895,20.059669494628906
1161230400,2.3645987510681152,19.897903442382812
1161316800,2.3933370113372803,19.996366500854492
1161576000,2.438539743423462,20.010435104370117
1161662400,2.42626690864563,19.890859603881836
1161748800,2.44512677192688,19.911972045898438
1161835200,2.460392713546753,19.940093994140625
1161921600,2.4071083068847656,19.933067321777344
1162184400,2.40740704536438,20.066699981689453
1162270800,2.4271650314331055,20.19331169128418
1162357200,2.369687795639038,20.26364517211914
1162443600,2.3642995357513428,20.23550796508789
1162530000,2.343644618988037,20.207374572753906
1162789200,2.3861520290374756,20.284738540649414
